smiles,ee
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,95.4
c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,93
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)C)OP(c1ccccc1)c1ccccc1)cccc2)C.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,67.2
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,94.3
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,89.4
c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,90.3
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)F.c1(ccccc1)C,93.4
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC.c1(ccccc1)C,87.2
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1cccc(c1)Br.c1(ccccc1)C,92.6
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1c(cccc1)Cl.c1(ccccc1)C,81.5
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc2c(c1)cccc2.c1(ccccc1)C,97.3
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)c1ccc(cc1)C(F)(F)F.O1CCCC1,95.7
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)c1cccc(c1)C.O1CCCC1,96.3
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)c1ccc(cc1)c1ccccc1.O1CCCC1,94.2
c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\C(=O)O)/C)(/CC(=O)OC)\C.O1CCCC1,94.1
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,74
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,84
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(NC(=O)C)C(=O)O.OC,21
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(C(F)(F)F)OC(=O)C.ClCCl,67
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.OC,37.9
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.O(CC)C(=O)C,84.6
c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.O1CCCC1,90.7
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OC,83
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OCC,85
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.O1CCCC1,87
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,92
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC.ClCCl,91
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)C.ClCCl,92
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC(=O)C.ClCCl,90
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)Cl.ClCCl,91
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)N(=O)=O.ClCCl,89
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1c(cccc1)Cl.ClCCl,90
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccco1.ClCCl,89
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,94
c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C=C(NC(=O)C)C(=O)O.OC,86
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2OC)OC)NC1(C)C)C.ClCCl,68
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2OC)OC)NC1(C)C)C.ClCCl,40
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2OC)OC)NC1(C)C)C.c1(ccccc1)C,75
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2OC)OC)NC1(C)C)C.O1CCCC1,65
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2OC)OC)NC1(C)C)C.O(C(C)(C)C)C,68
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2OC)OC)NC1(C)C)C.c1(cc(ccc1)C)C,74
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2OC)OC)OC)NC1(C)C)C.c1(ccccc1)C,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)OC)OC)NC1(C)C)C.c1(ccccc1)C,88
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OC)NC1(C)C)C.c1(ccccc1)C,86
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OC(C)C)NC1(C)C)C.c1(ccccc1)C,91
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OCCCC)NC1(C)C)C.c1(ccccc1)C,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OCc2ccccc2)NC1(C)C)C.c1(ccccc1)C,94
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OCc2c3ccccc3ccc2)NC1(C)C)C.c1(ccccc1)C,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)F)OC)NC1(C)C)C.c1(ccccc1)C,78
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)Cl)OC)NC1(C)C)C.c1(ccccc1)C,86
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)Br)OC)NC1(C)C)C.c1(ccccc1)C,86
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(c3c(cc2)cccc3)NC1(C)C)C.c1(ccccc1)C,65
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(c3c(cc2)ccc(c3)OC)NC1(C)C)C.c1(ccccc1)C,92
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClCCl,68
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClCCl,82
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClC(Cl)Cl,95
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.O1CCCC1,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.O(CC)C(=O)C,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.c1(ccccc1)C,95
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O[Si](C)(C)C)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCc1ccccc1)O[Si](C)(C)C)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCC=C)O[Si](C)(C)C)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCC#C)O[Si](C)(C)C)c1ccccc1.ClCCl,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc2c(c1)OCO2)O[Si](C)(C)C)c1ccccc1.ClCCl,97
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)O[Si](C(C)(C)C)(C)C)O)c1ccccc1.ClCCl,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)OC.ClCCl,96
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)SC.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)OC.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)C=C.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)F.ClCCl,97
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1c2ccccc2ccc1.ClCCl,75
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccccc1O[Si](C)(C)C)c1ccc(cc1)OC.ClCCl,80
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccccc1)NC(=O)C.c1(ccccc1)C,91
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)C)NC(=O)C.c1(ccccc1)C,91
